game_id,period,period_long,time,team_id,team_abbrev,player_id,player,jersey,position,infraction,minutes,is_power_play,is_bench,served_by_id,served_by,ref1,ref2,linesman1,linesman2
1027787,1,1st,0:41,313,LV,6872,Lane Pederson,25,C,Charging,2.00,1,0,6872,Lane Pederson,Austin Rook,Austin O’Rourke,,
1027787,1,1st,16:22,313,LV,10046,Hunter McDonald,19,D,Tripping,2.00,1,0,10046,Hunter McDonald,Austin Rook,Austin O’Rourke,,
1027787,2,2nd,0:48,413,BEL,9142,Wyatt Bongiovanni,5,LW,Tripping,2.00,1,0,9142,Wyatt Bongiovanni,Austin Rook,Austin O’Rourke,,
1027787,2,2nd,3:11,313,LV,8451,Zayde Wisdom,74,C,Holding,2.00,1,0,8451,Zayde Wisdom,Austin Rook,Austin O’Rourke,,
1027787,2,2nd,10:58,413,BEL,9142,Wyatt Bongiovanni,5,LW,Cross-checking,2.00,1,0,9142,Wyatt Bongiovanni,Austin Rook,Austin O’Rourke,,
1027787,2,2nd,13:01,413,BEL,9142,Wyatt Bongiovanni,5,LW,Interference,2.00,1,0,9142,Wyatt Bongiovanni,Austin Rook,Austin O’Rourke,,
1027787,2,2nd,16:59,313,LV,10718,Karsen Dorwart,23,F,Hooking,2.00,1,0,10718,Karsen Dorwart,Austin Rook,Austin O’Rourke,,
1027787,3,3rd,3:55,413,BEL,9142,Wyatt Bongiovanni,5,LW,Slashing,2.00,1,0,9142,Wyatt Bongiovanni,Austin Rook,Austin O’Rourke,,
1027787,3,3rd,6:49,313,LV,4334,Garrett Wilson,17,LW,Tripping,2.00,1,0,4334,Garrett Wilson,Austin Rook,Austin O’Rourke,,
1027787,3,3rd,11:19,313,LV,8805,Helge Grans,3,D,Roughing,2.00,0,0,8805,Helge Grans,Austin Rook,Austin O’Rourke,,
1027787,3,3rd,11:19,413,BEL,9719,Jorian Donovan,11,D,Roughing,2.00,0,0,9719,Jorian Donovan,Austin Rook,Austin O’Rourke,,
1027787,3,3rd,14:22,313,LV,10046,Hunter McDonald,19,D,Interference,2.00,1,0,10046,Hunter McDonald,Austin Rook,Austin O’Rourke,,
1027787,3,3rd,19:14,313,LV,9825,Alexis Gendron,72,F,Slashing,2.00,1,0,9825,Alexis Gendron,Austin Rook,Austin O’Rourke,,
