game_id,period,period_long,time,team_id,team_abbrev,player_id,player,jersey,position,infraction,minutes,is_power_play,is_bench,served_by_id,served_by,ref1,ref2,linesman1,linesman2
1027786,1,1st,10:09,389,IA,10608,Riley Heidt,27,C,High-sticking,2.00,1,0,10608,Riley Heidt,Alex Lepkowski,Simon Desbiens,,
1027786,1,1st,11:06,389,IA,9859,Caedan Bankier,19,C,Tripping,2.00,1,0,9859,Caedan Bankier,Alex Lepkowski,Simon Desbiens,,
1027786,1,1st,13:38,330,CHI,10466,Gleb Trikozov,98,RW,Tripping,2.00,1,0,10466,Gleb Trikozov,Alex Lepkowski,Simon Desbiens,,
1027786,2,2nd,14:55,389,IA,8937,Matt Kiersted,23,D,Hooking,2.00,1,0,8937,Matt Kiersted,Alex Lepkowski,Simon Desbiens,,
1027786,3,3rd,1:55,330,CHI,8645,Josiah Slavin,23,LW,Holding,2.00,1,0,8645,Josiah Slavin,Alex Lepkowski,Simon Desbiens,,
1027786,3,3rd,7:56,330,CHI,10460,Charles Alexis Legault,5,D,Fighting,5.00,0,0,10460,Charles Alexis Legault,Alex Lepkowski,Simon Desbiens,,
1027786,3,3rd,7:56,389,IA,9472,Mark Liwiski,26,F,Fighting,5.00,0,0,9472,Mark Liwiski,Alex Lepkowski,Simon Desbiens,,
1027786,3,3rd,17:02,389,IA,9381,Elliot Desnoyers,91,LW,Roughing,2.00,0,0,9381,Elliot Desnoyers,Alex Lepkowski,Simon Desbiens,,
1027786,3,3rd,17:02,330,CHI,10622,Dominik Badinka,4,D,Tripping,2.00,0,0,10622,Dominik Badinka,Alex Lepkowski,Simon Desbiens,,
1027786,3,3rd,19:28,330,CHI,10882,Ivan Ryabkin,27,C,Game misconduct - Continuing altercation,10.00,0,0,10882,Ivan Ryabkin,Alex Lepkowski,Simon Desbiens,,
1027786,3,3rd,19:28,330,CHI,10882,Ivan Ryabkin,27,C,Roughing,2.00,0,0,10882,Ivan Ryabkin,Alex Lepkowski,Simon Desbiens,,
1027786,3,3rd,19:28,330,CHI,10882,Ivan Ryabkin,27,C,Roughing,2.00,1,0,10882,Ivan Ryabkin,Alex Lepkowski,Simon Desbiens,,
1027786,3,3rd,19:28,330,CHI,6937,Yanick Turcotte,20,LW,Cross-checking,2.00,0,0,6937,Yanick Turcotte,Alex Lepkowski,Simon Desbiens,,
1027786,3,3rd,19:28,330,CHI,6937,Yanick Turcotte,20,LW,Fighting,5.00,1,0,6937,Yanick Turcotte,Alex Lepkowski,Simon Desbiens,,
1027786,3,3rd,19:28,330,CHI,6937,Yanick Turcotte,20,LW,Game misconduct - Aggressor,10.00,0,0,6937,Yanick Turcotte,Alex Lepkowski,Simon Desbiens,,
1027786,3,3rd,19:28,389,IA,9799,Bradley Marek,10,F,Misconduct - Unsportsmanlike conduct,10.00,0,0,9799,Bradley Marek,Alex Lepkowski,Simon Desbiens,,
1027786,3,3rd,19:28,389,IA,9799,Bradley Marek,10,F,Roughing,2.00,0,0,9799,Bradley Marek,Alex Lepkowski,Simon Desbiens,,
1027786,3,3rd,19:28,389,IA,9472,Mark Liwiski,26,F,Misconduct - Unsportsmanlike conduct,10.00,0,0,9472,Mark Liwiski,Alex Lepkowski,Simon Desbiens,,
1027786,3,3rd,19:28,389,IA,9472,Mark Liwiski,26,F,Roughing,2.00,0,0,9472,Mark Liwiski,Alex Lepkowski,Simon Desbiens,,
