game_id,period,period_long,time,team_id,team_abbrev,player_id,player,jersey,position,infraction,minutes,is_power_play,is_bench,served_by_id,served_by,ref1,ref2,linesman1,linesman2
1028720,1,1st,1:19,380,TEX,9447,Jérémie Poirier,8,D,Hooking,2.00,1,0,9447,Jérémie Poirier,Koletrane Wilson,Tyler Hascall,,
1028720,2,2nd,4:57,380,TEX,7016,Cameron Hughes,19,F,Roughing,2.00,0,0,7016,Cameron Hughes,Koletrane Wilson,Tyler Hascall,,
1028720,2,2nd,4:57,330,CHI,9742,Skyler Brind’Amour,22,C,Roughing,2.00,0,0,9742,Skyler Brind’Amour,Koletrane Wilson,Tyler Hascall,,
1028720,2,2nd,13:05,330,CHI,8645,Josiah Slavin,23,LW,Holding,2.00,1,0,8645,Josiah Slavin,Koletrane Wilson,Tyler Hascall,,
1028720,2,2nd,19:10,330,CHI,10460,Charles Alexis Legault,5,D,Roughing,2.00,0,0,10460,Charles Alexis Legault,Koletrane Wilson,Tyler Hascall,,
1028720,2,2nd,19:10,380,TEX,8459,Antonio Stranges,40,F,Roughing,2.00,0,0,8459,Antonio Stranges,Koletrane Wilson,Tyler Hascall,,
1028720,2,2nd,19:10,380,TEX,9961,Matthew Seminoff,13,F,Roughing,2.00,1,0,9961,Matthew Seminoff,Koletrane Wilson,Tyler Hascall,,
1028720,3,3rd,3:10,330,CHI,10001,Domenick Fensore,2,D,Double minor - High-sticking,4.00,1,0,10001,Domenick Fensore,Koletrane Wilson,Tyler Hascall,,
1028720,3,3rd,12:54,330,CHI,10463,Aleksi Heimosalmi,34,D,Interference,2.00,1,0,10463,Aleksi Heimosalmi,Koletrane Wilson,Tyler Hascall,,
1028720,3,3rd,14:54,330,CHI,8615,Nikita Pavlychev,15,C,Holding,2.00,1,0,8615,Nikita Pavlychev,Koletrane Wilson,Tyler Hascall,,
