game_id,period,period_long,time,team_id,team_abbrev,player_id,player,jersey,position,infraction,minutes,is_power_play,is_bench,served_by_id,served_by,ref1,ref2,linesman1,linesman2
1028795,1,1st,8:11,411,SPR,6828,Julien Gauthier,33,RW,High-sticking,2.00,1,0,6828,Julien Gauthier,Koletrane Wilson,Matt Mannella,,
1028795,1,1st,9:13,309,PRO,5721,Patrick Brown,38,C,Hooking,2.00,1,0,5721,Patrick Brown,Koletrane Wilson,Matt Mannella,,
1028795,1,1st,11:33,411,SPR,9268,Zach Dean,14,F,Slashing,2.00,1,0,9268,Zach Dean,Koletrane Wilson,Matt Mannella,,
1028795,2,2nd,12:10,411,SPR,8584,Wyatt Newpower,37,D,Tripping,2.00,1,0,8584,Wyatt Newpower,Koletrane Wilson,Matt Mannella,,
1028795,2,2nd,12:16,411,SPR,4622,Chris Wagner,88,C,Fighting,5.00,0,0,4622,Chris Wagner,Koletrane Wilson,Matt Mannella,,
1028795,2,2nd,12:16,309,PRO,7943,Riley Tufte,27,LW,Fighting,5.00,0,0,7943,Riley Tufte,Koletrane Wilson,Matt Mannella,,
1028795,2,2nd,15:26,309,PRO,9108,Georgii Merkulov,10,LW,Tripping,2.00,1,0,9108,Georgii Merkulov,Koletrane Wilson,Matt Mannella,,
1028795,3,3rd,0:17,309,PRO,5721,Patrick Brown,38,C,Tripping,2.00,1,0,5721,Patrick Brown,Koletrane Wilson,Matt Mannella,,
1028795,3,3rd,0:50,309,PRO,8462,Billy Sweezey,6,D,Boarding,2.00,1,0,8462,Billy Sweezey,Koletrane Wilson,Matt Mannella,,
1028795,3,3rd,4:21,411,SPR,8584,Wyatt Newpower,37,D,Interference,2.00,1,0,8584,Wyatt Newpower,Koletrane Wilson,Matt Mannella,,
1028795,3,3rd,5:57,411,SPR,10843,Quinton Burns,42,D,Tripping,2.00,1,0,10843,Quinton Burns,Koletrane Wilson,Matt Mannella,,
1028795,3,3rd,9:25,411,SPR,9114,Thomas Bordeleau,12,F,Tripping,2.00,1,0,9114,Thomas Bordeleau,Koletrane Wilson,Matt Mannella,,
1028795,3,3rd,12:27,309,PRO,5721,Patrick Brown,38,C,Roughing,2.00,0,0,5721,Patrick Brown,Koletrane Wilson,Matt Mannella,,
1028795,3,3rd,12:27,411,SPR,10843,Quinton Burns,42,D,High-sticking,2.00,0,0,10843,Quinton Burns,Koletrane Wilson,Matt Mannella,,
1028795,3,3rd,12:27,411,SPR,10843,Quinton Burns,42,D,Misconduct,10.00,0,0,10843,Quinton Burns,Koletrane Wilson,Matt Mannella,,
1028795,3,3rd,12:27,309,PRO,8462,Billy Sweezey,6,D,Roughing,2.00,0,0,8462,Billy Sweezey,Koletrane Wilson,Matt Mannella,,
1028795,3,3rd,12:27,309,PRO,8462,Billy Sweezey,6,D,Misconduct,10.00,0,0,8462,Billy Sweezey,Koletrane Wilson,Matt Mannella,,
1028795,3,3rd,12:27,411,SPR,9268,Zach Dean,14,F,Roughing,2.00,0,0,9268,Zach Dean,Koletrane Wilson,Matt Mannella,,
1028795,3,3rd,14:22,309,PRO,7722,Navrin Mutter,17,LW,Fighting,5.00,0,0,7722,Navrin Mutter,Koletrane Wilson,Matt Mannella,,
1028795,3,3rd,14:22,411,SPR,8630,Hunter Skinner,55,D,Fighting,5.00,0,0,8630,Hunter Skinner,Koletrane Wilson,Matt Mannella,,
