game_id,period,period_long,time,team_id,team_abbrev,player_id,player,jersey,position,infraction,minutes,is_power_play,is_bench,served_by_id,served_by,ref1,ref2,linesman1,linesman2
1028827,1,1st,1:46,415,LAV,10139,Florian Xhekaj,63,C,Fighting,5.00,0,0,10139,Florian Xhekaj,Liam Maaskant,Dan Kovachik,,
1028827,1,1st,1:46,444,CGY,9952,Lucas Ciona,17,LW,Fighting,5.00,0,0,9952,Lucas Ciona,Liam Maaskant,Dan Kovachik,,
1028827,1,1st,8:25,415,LAV,5970,Samuel Blais,19,LW,Diving/Embellishment,2.00,0,0,5970,Samuel Blais,Liam Maaskant,Dan Kovachik,,
1028827,1,1st,8:25,444,CGY,8858,Xavier Bernard,38,D,Double minor - High-sticking,4.00,1,0,5018,Martin Frk,Liam Maaskant,Dan Kovachik,,
1028827,1,1st,14:46,415,LAV,10983,Dillan Bentley,91,F,Roughing,2.00,0,0,10983,Dillan Bentley,Liam Maaskant,Dan Kovachik,,
1028827,1,1st,14:46,444,CGY,8741,Nick Cicek,41,D,Roughing,2.00,0,0,8741,Nick Cicek,Liam Maaskant,Dan Kovachik,,
1028827,1,1st,14:58,444,CGY,8858,Xavier Bernard,38,D,Double minor - High-sticking,4.00,1,0,8858,Xavier Bernard,Liam Maaskant,Dan Kovachik,,
1028827,2,2nd,4:45,415,LAV,10139,Florian Xhekaj,63,C,Cross-checking,2.00,1,0,10139,Florian Xhekaj,Liam Maaskant,Dan Kovachik,,
1028827,2,2nd,8:39,415,LAV,5970,Samuel Blais,19,LW,Cross-checking,2.00,1,0,5970,Samuel Blais,Liam Maaskant,Dan Kovachik,,
1028827,2,2nd,8:59,415,LAV,9520,William Trudeau,84,D,Tripping,2.00,1,0,9520,William Trudeau,Liam Maaskant,Dan Kovachik,,
1028827,2,2nd,13:34,444,CGY,8741,Nick Cicek,41,D,Cross-checking,2.00,1,0,8741,Nick Cicek,Liam Maaskant,Dan Kovachik,,
1028827,2,2nd,17:47,415,LAV,10036,David Reinbacher,64,D,Hooking,2.00,1,0,10036,David Reinbacher,Liam Maaskant,Dan Kovachik,,
1028827,2,2nd,19:45,415,LAV,9520,William Trudeau,84,D,Delay of game,2.00,1,0,9520,William Trudeau,Liam Maaskant,Dan Kovachik,,
1028827,3,3rd,5:33,444,CGY,8741,Nick Cicek,41,D,Hooking,2.00,1,0,8741,Nick Cicek,Liam Maaskant,Dan Kovachik,,
1028827,3,3rd,11:33,444,CGY,5018,Martin Frk,29,RW,Interference,2.00,1,0,5018,Martin Frk,Liam Maaskant,Dan Kovachik,,
1028827,3,3rd,17:54,415,LAV,5970,Samuel Blais,19,LW,Slashing,2.00,1,0,5970,Samuel Blais,Liam Maaskant,Dan Kovachik,,
1028827,OT,OT,1:59,444,CGY,0,None None,0,,Too many men - Bench minor,2.00,1,1,5018,Martin Frk,Liam Maaskant,Dan Kovachik,,
