game_id,period,period_long,time,team_id,team_abbrev,player_id,player,jersey,position,infraction,minutes,is_power_play,is_bench,served_by_id,served_by,ref1,ref2,linesman1,linesman2
1028861,1,1st,18:31,335,TOR,10836,Landon Sim,42,F,Fighting,5.00,0,0,10836,Landon Sim,Jordan Deckard,Tyler Spott,,
1028861,1,1st,18:31,390,UTC,10107,Dylan Wendt,37,F,Fighting,5.00,0,0,10107,Dylan Wendt,Jordan Deckard,Tyler Spott,,
1028861,2,2nd,8:21,390,UTC,10632,Shane Lachance,18,F,High-sticking,2.00,1,0,10632,Shane Lachance,Jordan Deckard,Tyler Spott,,
1028861,2,2nd,11:16,335,TOR,10119,Noah Chadwick,58,D,Holding,2.00,1,0,10119,Noah Chadwick,Jordan Deckard,Tyler Spott,,
1028861,2,2nd,18:19,335,TOR,4573,Logan Shaw,11,F,Boarding,2.00,1,0,4573,Logan Shaw,Jordan Deckard,Tyler Spott,,
1028861,2,2nd,19:00,335,TOR,9023,Marc Johnstone,57,RW,Hooking,2.00,1,0,9023,Marc Johnstone,Jordan Deckard,Tyler Spott,,
1028861,2,2nd,20:00,335,TOR,10119,Noah Chadwick,58,D,Roughing,2.00,0,0,10119,Noah Chadwick,Jordan Deckard,Tyler Spott,,
1028861,2,2nd,20:00,390,UTC,10632,Shane Lachance,18,F,Roughing,2.00,0,0,10632,Shane Lachance,Jordan Deckard,Tyler Spott,,
1028861,3,3rd,3:28,390,UTC,10529,Ethan Edwards,73,D,Holding,2.00,1,0,10529,Ethan Edwards,Jordan Deckard,Tyler Spott,,
1028861,3,3rd,10:21,335,TOR,9188,Ben King,66,C,Cross-checking,2.00,1,0,9188,Ben King,Jordan Deckard,Tyler Spott,,
