game_id,period,period_long,time,team_id,team_abbrev,player_id,player,jersey,position,infraction,minutes,is_power_play,is_bench,served_by_id,served_by,ref1,ref2,linesman1,linesman2
1028833,1,1st,0:13,405,SJ,7897,Jimmy Huntington,40,F,Fighting,5.00,0,0,7897,Jimmy Huntington,Riley Brace,Jordan Deckard,,
1028833,1,1st,0:13,419,COL,7218,Keaton Middleton,67,D,Fighting,5.00,0,0,7218,Keaton Middleton,Riley Brace,Jordan Deckard,,
1028833,1,1st,1:09,419,COL,8929,Tristen Nielsen,57,F,Tripping,2.00,0,0,8929,Tristen Nielsen,Riley Brace,Jordan Deckard,,
1028833,1,1st,1:09,405,SJ,6669,Colin White,16,C,Holding,2.00,0,0,6669,Colin White,Riley Brace,Jordan Deckard,,
1028833,1,1st,5:30,405,SJ,7575,Oliver Wahlstrom,24,RW,Elbowing,2.00,1,0,7575,Oliver Wahlstrom,Riley Brace,Jordan Deckard,,
1028833,1,1st,9:53,405,SJ,10226,Luca Cagnoni,42,D,Slashing,2.00,1,0,10226,Luca Cagnoni,Riley Brace,Jordan Deckard,,
1028833,1,1st,13:14,419,COL,10545,Cooper Gay,58,F,Slashing,2.00,1,0,10545,Cooper Gay,Riley Brace,Jordan Deckard,,
1028833,2,2nd,7:26,405,SJ,8914,Egor Afanasyev,11,LW,Tripping,2.00,1,0,8914,Egor Afanasyev,Riley Brace,Jordan Deckard,,
1028833,2,2nd,10:38,419,COL,10984,Gustav Stjernberg,53,D,Holding,2.00,1,0,10984,Gustav Stjernberg,Riley Brace,Jordan Deckard,,
1028833,2,2nd,16:29,419,COL,9638,Mark Senden,51,F,Hooking,2.00,1,0,9638,Mark Senden,Riley Brace,Jordan Deckard,,
1028833,2,2nd,17:24,405,SJ,10234,Quentin Musty,13,F,Slashing,2.00,0,0,10234,Quentin Musty,Riley Brace,Jordan Deckard,,
1028833,2,2nd,17:24,419,COL,5540,T.J. Tynan,9,F,Roughing,2.00,0,0,5540,T.J. Tynan,Riley Brace,Jordan Deckard,,
1028833,3,3rd,8:49,419,COL,9127,Danil Gushchin,75,F,Cross-checking,2.00,1,0,9127,Danil Gushchin,Riley Brace,Jordan Deckard,,
