game_id,period,period_long,time,team_id,team_abbrev,player_id,player,jersey,position,infraction,minutes,is_power_play,is_bench,served_by_id,served_by,ref1,ref2,linesman1,linesman2
1028828,1,1st,3:39,316,WBS,7017,Joona Koppanen,15,C,Roughing,2.00,0,0,7017,Joona Koppanen,Austin Rook,Patrick Hanrahan,,
1028828,1,1st,3:39,313,LV,10046,Hunter McDonald,19,D,Roughing,2.00,0,0,10046,Hunter McDonald,Austin Rook,Patrick Hanrahan,,
1028828,1,1st,10:05,316,WBS,10542,Harrison Brunicke,45,D,Holding,2.00,1,0,10542,Harrison Brunicke,Austin Rook,Patrick Hanrahan,,
1028828,1,1st,15:31,316,WBS,7632,Alex Alexeyev,56,D,Tripping,2.00,1,0,7632,Alex Alexeyev,Austin Rook,Patrick Hanrahan,,
1028828,2,2nd,4:07,313,LV,10349,Jackson Edward,44,D,Tripping,2.00,1,0,10349,Jackson Edward,Austin Rook,Patrick Hanrahan,,
1028828,2,2nd,10:38,313,LV,10722,Oliver Bonk,59,D,Hooking,2.00,1,0,10722,Oliver Bonk,Austin Rook,Patrick Hanrahan,,
1028828,2,2nd,11:46,316,WBS,10962,Tanner Howe,22,RW,Holding,2.00,1,0,10962,Tanner Howe,Austin Rook,Patrick Hanrahan,,
1028828,2,2nd,13:56,316,WBS,9984,Aidan McDonough,8,LW,Roughing,2.00,1,0,9984,Aidan McDonough,Austin Rook,Patrick Hanrahan,,
1028828,3,3rd,7:52,316,WBS,6865,Bokondji Imama,14,LW,Misconduct,10.00,0,0,6865,Bokondji Imama,Austin Rook,Patrick Hanrahan,,
1028828,3,3rd,7:52,316,WBS,6865,Bokondji Imama,14,LW,Unsportsmanlike conduct,2.00,1,0,10851,Aaron Huglen,Austin Rook,Patrick Hanrahan,,
1028828,3,3rd,10:37,316,WBS,6865,Bokondji Imama,14,LW,Game misconduct - Abuse of officials,10.00,0,0,6865,Bokondji Imama,Austin Rook,Patrick Hanrahan,,
1028828,3,3rd,13:05,316,WBS,9649,Ville Koivunen,41,RW,Slashing,2.00,1,0,9649,Ville Koivunen,Austin Rook,Patrick Hanrahan,,
1028828,3,3rd,16:22,313,LV,9768,Tucker Robertson,22,F,Holding,2.00,1,0,9768,Tucker Robertson,Austin Rook,Patrick Hanrahan,,
1028828,3,3rd,19:19,313,LV,10432,Oscar Eklind,43,F,Misconduct,10.00,0,0,10432,Oscar Eklind,Austin Rook,Patrick Hanrahan,,
1028828,3,3rd,19:19,313,LV,10432,Oscar Eklind,43,F,Roughing,2.00,0,0,10976,Noah Powell,Austin Rook,Patrick Hanrahan,,
1028828,3,3rd,19:19,316,WBS,10962,Tanner Howe,22,RW,Misconduct,10.00,0,0,10962,Tanner Howe,Austin Rook,Patrick Hanrahan,,
1028828,3,3rd,19:19,316,WBS,10962,Tanner Howe,22,RW,Cross-checking,2.00,0,0,10472,Rutger McGroarty,Austin Rook,Patrick Hanrahan,,
