game_id,period,period_long,time,team_id,team_abbrev,player_id,player,jersey,position,infraction,minutes,is_power_play,is_bench,served_by_id,served_by,ref1,ref2,linesman1,linesman2
1028929,1,1st,9:10,436,ANA,10272,Ethan Procyszyn,58,C,Cross-checking,2.00,1,0,10272,Ethan Procyszyn,Cole Colbert,Tatu Kunto,,
1028929,1,1st,10:48,435,SJ,10494,Igor Chernyshov,24,F,Tripping,2.00,1,0,10494,Igor Chernyshov,Cole Colbert,Tatu Kunto,,
1028929,1,1st,14:46,436,ANA,10569,Ryan Lautenbach,49,RW,Slashing,2.00,1,0,10569,Ryan Lautenbach,Cole Colbert,Tatu Kunto,,
1028929,2,2nd,1:53,435,SJ,10693,Michael Misa,77,F,Slashing,2.00,1,0,10693,Michael Misa,Cole Colbert,Tatu Kunto,,
1028929,2,2nd,2:35,436,ANA,9779,Jaxsen Wiebe,83,RW,Holding,2.00,1,0,9779,Jaxsen Wiebe,Cole Colbert,Tatu Kunto,,
1028929,2,2nd,6:17,436,ANA,9779,Jaxsen Wiebe,83,RW,Holding,2.00,1,0,9779,Jaxsen Wiebe,Cole Colbert,Tatu Kunto,,
1028929,2,2nd,13:24,435,SJ,10240,Carson Wetsch,62,F,Fighting,5.00,0,0,10240,Carson Wetsch,Cole Colbert,Tatu Kunto,,
1028929,2,2nd,13:24,436,ANA,10116,Konnor Smith,63,D,Fighting,5.00,0,0,10116,Konnor Smith,Cole Colbert,Tatu Kunto,,
1028929,2,2nd,20:00,435,SJ,10240,Carson Wetsch,62,F,Roughing,2.00,0,0,10240,Carson Wetsch,Cole Colbert,Tatu Kunto,,
1028929,2,2nd,20:00,436,ANA,10274,Yegor Sidorov,57,RW,Roughing,2.00,0,0,10274,Yegor Sidorov,Cole Colbert,Tatu Kunto,,
1028929,3,3rd,3:17,436,ANA,10515,Will Francis,71,D,Hooking,2.00,1,0,10515,Will Francis,Cole Colbert,Tatu Kunto,,
1028929,3,3rd,5:29,435,SJ,9259,Jake Furlong,61,D,Tripping,2.00,1,0,9259,Jake Furlong,Cole Colbert,Tatu Kunto,,
1028929,3,3rd,11:54,436,ANA,10506,Stian Solberg,50,D,Fighting,5.00,0,0,10506,Stian Solberg,Cole Colbert,Tatu Kunto,,
1028929,3,3rd,11:54,435,SJ,10231,Kasper Halttunen,14,F,Fighting,5.00,0,0,10231,Kasper Halttunen,Cole Colbert,Tatu Kunto,,
1028929,3,3rd,13:43,436,ANA,10515,Will Francis,71,D,Elbowing,2.00,1,0,9779,Jaxsen Wiebe,Cole Colbert,Tatu Kunto,,
1028929,3,3rd,13:43,435,SJ,9177,Braden Hache,86,D,Fighting,5.00,0,0,9177,Braden Hache,Cole Colbert,Tatu Kunto,,
1028929,3,3rd,14:54,436,ANA,10515,Will Francis,71,D,Fighting,5.00,0,0,10515,Will Francis,Cole Colbert,Tatu Kunto,,
1028929,3,3rd,17:52,435,SJ,10229,Sam Dickinson,6,D,Fighting,5.00,0,0,10229,Sam Dickinson,Cole Colbert,Tatu Kunto,,
1028929,3,3rd,17:52,435,SJ,10240,Carson Wetsch,62,F,Roughing,2.00,0,0,10240,Carson Wetsch,Cole Colbert,Tatu Kunto,,
1028929,3,3rd,17:52,436,ANA,10076,Nico Myatovic,48,LW,Fighting,5.00,0,0,10076,Nico Myatovic,Cole Colbert,Tatu Kunto,,
1028929,3,3rd,17:52,436,ANA,9779,Jaxsen Wiebe,83,RW,Fighting,5.00,0,0,9779,Jaxsen Wiebe,Cole Colbert,Tatu Kunto,,
1028929,3,3rd,17:52,436,ANA,10116,Konnor Smith,63,D,Roughing,2.00,0,0,10116,Konnor Smith,Cole Colbert,Tatu Kunto,,
1028929,3,3rd,20:00,435,SJ,10691,Zach Houben,93,F,Fighting,5.00,0,0,10691,Zach Houben,Cole Colbert,Tatu Kunto,,
